50025,Dog Food,Food,97.84,25,9.10,Pink,Large,Vinte,Brass,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",3.30,969,2015-03-09,2028-12-03
50026,Cat Toy,Cage,78.63,27,7.50,Turquoise,Medium,Rhyzio,Wood,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",4.00,725,2017-08-18,2025-08-13
50027,Bird Cage,Food,42.87,85,30.00,Purple,Medium,Skiptube,Aluminum,Sed ante. Vivamus tortor. Duis mattis egestas metus.,4.00,209,2019-03-06,2026-07-12
50028,Bird Cage,Cage,92.49,23,29.70,Aquamarine,Medium,Skippad,Plastic,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",4.70,721,2013-09-05,2028-12-04
50029,Dog Food,Food,52.82,92,14.00,Indigo,Large,Yombu,Vinyl,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",1.40,48,2018-06-04,2024-12-10
50030,Cat Toy,Toy,98.29,40,20.80,Aquamarine,Small,Tazz,Granite,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",4.40,127,2021-07-12,2028-09-08
50031,Cat Toy,Toy,41.65,45,24.70,Red,Medium,Tagpad,Glass,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1.20,482,2022-10-09,2023-12-16
50032,Cat Toy,Toy,33.57,8,19.70,Red,Large,Jaxbean,Aluminum,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",5.00,46,2016-10-09,2029-07-08
50033,Cat Toy,Food,63.69,88,46.40,Yellow,Medium,Riffwire,Wood,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",1.50,797,2011-07-01,2025-01-18
50034,Dog Food,Food,68.08,12,1.30,Turquoise,Medium,Divavu,Wood,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",2.30,50,2012-02-21,2026-11-04
50035,Bird Cage,Food,2.67,75,35.00,Teal,Large,Quinu,Stone,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",2.30,835,2019-12-01,2024-08-25
50036,Bird Cage,Toy,18.79,32,11.30,Indigo,Small,Edgeify,Plexiglass,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",2.10,45,2021-03-26,2023-10-30
50037,Dog Food,Toy,56.38,19,11.00,Red,Large,Zoombeat,Rubber,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",3.30,428,2010-08-14,2029-12-21
50038,Cat Toy,Food,38.06,4,0.70,Puce,Small,Photojam,Aluminum,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",1.10,662,2014-07-28,2025-07-16
50039,Cat Toy,Toy,35.00,67,31.90,Turquoise,Large,Zoomdog,Vinyl,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",4.50,18,2019-04-05,2024-08-22
50040,Cat Toy,Cage,28.51,8,17.10,Mauv,Large,Skinder,Rubber,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",3.40,864,2015-07-02,2030-01-07
50041,Dog Food,Cage,83.13,58,20.70,Mauv,Small,Quinu,Brass,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",4.70,231,2021-06-04,2025-07-25
50042,Bird Cage,Toy,62.29,26,47.40,Green,Medium,Brainbox,Plexiglass,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",4.80,1,2012-09-15,2027-06-11
50043,Dog Food,Cage,55.59,19,8.30,Teal,Large,Skiba,Glass,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",1.30,389,2017-07-12,2030-06-29
50044,Cat Toy,Food,67.80,21,35.80,Violet,Small,Zoonoodle,Rubber,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",3.90,300,2016-10-31,2023-11-05
50045,Dog Food,Food,12.48,37,41.70,Indigo,Large,Thoughtmix,Vinyl,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",1.90,224,2020-06-22,2025-04-29
50046,Cat Toy,Food,79.59,83,7.00,Khaki,Medium,Blognation,Brass,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,3.20,392,2022-06-27,2026-12-09
50047,Bird Cage,Cage,8.33,73,34.10,Puce,Medium,Yombu,Plastic,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",2.70,148,2011-11-27,2027-07-18
50048,Bird Cage,Cage,34.84,9,15.60,Turquoise,Large,Dabvine,Rubber,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",2.30,338,2018-07-31,2030-04-06
50049,Cat Toy,Cage,86.23,36,20.50,Aquamarine,Small,Blogtag,Aluminum,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",3.80,998,2012-05-24,2023-09-29
50050,Cat Toy,Toy,34.69,15,39.50,Teal,Large,Edgeify,Plexiglass,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",1.60,1000,2012-03-07,2024-07-06
50051,Cat Toy,Cage,99.98,57,49.70,Goldenrod,Medium,Skippad,Steel,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",4.70,979,2015-06-02,2026-02-27
50052,Cat Toy,Toy,11.52,1,32.60,Orange,Large,Flashpoint,Brass,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",3.50,673,2019-12-06,2029-11-05
50053,Cat Toy,Toy,15.69,1,24.40,Violet,Large,Trudeo,Wood,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",4.70,836,2014-02-02,2023-01-23
50054,Cat Toy,Cage,20.98,85,32.80,Purple,Large,Tazzy,Rubber,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",4.10,391,2011-10-16,2027-07-23
50055,Dog Food,Toy,93.41,64,0.10,Blue,Large,Voolia,Plexiglass,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",4.50,728,2016-01-04,2029-03-06
50056,Dog Food,Food,37.15,73,9.70,Aquamarine,Medium,Gabtype,Stone,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",2.80,485,2013-06-24,2027-12-07
50057,Bird Cage,Toy,30.43,67,14.40,Puce,Large,Wikizz,Stone,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",2.90,38,2011-10-01,2030-07-30
50058,Bird Cage,Food,50.31,93,0.40,Pink,Small,Eazzy,Stone,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",3.20,662,2018-12-29,2026-02-09
50059,Dog Food,Cage,59.57,5,19.40,Teal,Small,Edgeify,Stone,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",3.40,486,2012-12-08,2027-08-30
50060,Dog Food,Toy,42.42,52,9.30,Teal,Medium,Zoomcast,Stone,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",2.70,932,2018-07-26,2027-01-02
50061,Bird Cage,Toy,72.00,53,31.20,Purple,Large,Devshare,Vinyl,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",1.90,216,2012-06-08,2030-09-03
50083,Cat Toy,Food,34.82,91,2.80,Turquoise,Medium,Divape,Aluminum,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",4.80,743,2022-05-08,2026-09-07
50062,Cat Toy,Cage,70.76,99,31.60,Yellow,Small,Thoughtstorm,Brass,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",4.30,428,2010-05-09,2024-09-03
50063,Cat Toy,Cage,11.92,79,23.40,Turquoise,Large,Flashspan,Plastic,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",3.00,358,2017-05-05,2024-08-08
50064,Bird Cage,Food,35.70,46,8.10,Blue,Medium,Flashpoint,Glass,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",2.30,37,2018-07-19,2027-06-26
50065,Cat Toy,Cage,6.86,12,16.60,Purple,Medium,Eidel,Steel,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",3.50,843,2016-07-17,2027-05-15
50066,Cat Toy,Toy,19.28,24,42.60,Green,Small,Feedfish,Plastic,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",2.30,194,2010-12-15,2024-02-18
50067,Dog Food,Food,68.26,56,42.70,Puce,Small,Kaymbo,Plexiglass,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",1.80,659,2018-05-24,2026-08-29
50068,Dog Food,Toy,11.20,69,47.70,Aquamarine,Small,Jamia,Aluminum,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,4.50,417,2013-05-25,2026-07-06
50069,Bird Cage,Toy,4.89,46,6.00,Turquoise,Small,Linklinks,Granite,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",2.30,498,2022-10-18,2028-05-04
50070,Cat Toy,Food,13.55,61,47.00,Teal,Large,Wordify,Stone,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",1.50,172,2019-02-22,2026-05-23
50071,Dog Food,Food,30.53,30,27.10,Puce,Medium,Flipbug,Stone,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",2.40,569,2011-11-02,2025-06-23
50072,Dog Food,Cage,28.83,81,24.00,Purple,Medium,Wikizz,Vinyl,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",3.90,999,2017-02-06,2028-09-17
