124,51008,51029,50073,51928,54190,2021-04-22,6,163.09
125,58909,55607,50074,55865,51261,2021-01-30,8,132.52
126,58256,59742,50074,58786,58904,2021-05-27,6,27.38
127,56831,51199,50075,51281,52712,2021-02-15,4,254.60
128,54277,53765,50075,57987,58132,2021-09-29,3,124.91
129,54261,57548,50076,51783,52267,2021-04-19,8,39.13
130,55739,55033,50076,59797,53843,2021-08-30,7,455.89
131,53148,51902,50077,54840,55583,2021-05-04,7,228.32
132,57045,55628,50078,52629,58048,2021-10-14,2,323.38
133,55594,50737,50079,51159,50492,2021-03-24,2,186.41
134,53071,53982,50079,50424,51251,2021-01-23,10,364.53
135,52235,58688,50079,58239,51766,2021-03-11,9,332.33
136,58432,59892,50080,57025,50012,2021-10-29,10,469.32
137,58958,50641,50080,51677,54098,2021-01-14,10,142.60
138,55679,51660,50080,52577,58664,2021-04-15,6,379.15
139,53879,55325,50081,52410,50315,2021-12-19,1,38.83
140,50948,50735,50081,55868,52200,2021-01-05,1,187.86
141,51934,53782,50082,56374,51184,2021-01-19,3,94.84
142,59716,55560,50082,56910,57536,2021-06-11,10,431.90
143,54262,56026,50084,59184,57436,2021-09-26,10,372.34
144,52536,54952,50084,51418,58125,2021-08-20,10,46.28
145,55439,55180,50085,57746,58109,2021-05-09,2,498.38
146,59125,50813,50085,52526,58879,2021-12-13,6,424.77
147,53088,58740,50086,55319,52390,2021-12-14,1,476.60
148,58368,55190,50086,56262,56402,2021-05-01,8,424.85
149,55575,51759,50086,54556,57781,2021-11-28,9,134.54
150,51786,57345,50087,55298,50825,2021-07-27,8,327.17
151,58208,55664,50087,57584,59028,2021-11-17,6,306.13
152,56035,59225,50088,58054,52157,2021-06-04,7,71.18
153,58845,55839,50088,57878,53849,2021-12-10,1,86.61
154,57336,55043,50089,56414,52977,2021-02-02,10,472.36
155,59844,54144,50089,56109,59365,2021-02-14,3,146.22
156,51983,52835,50090,56088,55066,2021-10-23,3,374.94
157,58442,59535,50091,55783,54503,2021-01-12,1,352.50
158,50250,59445,50092,55542,50273,2021-04-29,7,269.73
159,51244,52373,50092,51098,54667,2021-02-13,2,484.51
160,56840,50278,50093,54591,52682,2021-09-16,1,383.59
161,59242,59121,50094,52520,55814,2021-11-22,4,41.00
162,52266,51218,50095,55728,55777,2021-10-27,3,366.47
163,56238,57551,50096,51425,55563,2021-12-07,4,356.31
164,52796,55893,50096,50390,59402,2021-11-13,7,52.08
165,52581,50631,50097,54649,52305,2021-12-23,3,418.67
166,54014,52094,50097,53986,52594,2021-04-25,6,488.98
167,52713,52636,50097,52823,54751,2021-06-03,1,123.52
168,50033,52920,50098,50355,51504,2021-11-24,1,296.50
169,57487,53101,50098,50917,57700,2021-06-01,3,46.36
170,57936,50170,50098,50413,59641,2021-01-24,3,487.92
171,56533,52578,50099,51631,53971,2021-02-04,6,350.62
172,54691,52052,50100,55372,56600,2021-10-09,10,464.44
173,51548,55289,50100,53583,56397,2021-05-19,1,319.43
174,56760,51253,50100,56389,57138,2021-12-02,1,172.46
175,58641,59753,50101,50933,50330,2021-10-21,5,248.88
176,54042,55543,50102,59155,57761,2021-02-27,9,51.46
177,59914,57102,50103,59420,53838,2021-02-06,9,300.90
178,56881,58077,50103,59972,54607,2021-10-02,7,16.44
179,52078,56248,50104,50168,57316,2021-12-14,8,33.42
180,55241,57367,50104,53912,57884,2021-06-07,10,401.71
181,59792,53224,50104,51286,59068,2021-02-22,9,388.15
182,53683,55724,50105,50772,52521,2021-07-21,5,494.34
183,54624,55466,50105,59774,52477,2021-08-31,6,355.44
184,51171,50201,50105,56557,53025,2021-02-05,4,66.44
185,52451,55523,50106,57069,50087,2021-04-08,2,416.51
186,50031,58189,50106,53379,50013,2021-01-17,8,183.00
187,54546,53146,50106,57337,57782,2021-02-28,9,414.31
188,51286,58542,50107,55059,57277,2021-12-11,5,449.95
189,54441,56410,50107,59984,59496,2021-03-16,4,309.53
190,53210,54829,50108,53353,57604,2021-10-25,10,112.45
191,50996,52372,50109,55863,50945,2021-04-07,7,202.14
192,51117,53060,50109,54279,51334,2021-10-02,4,271.48
193,55684,54442,50109,54368,53809,2021-06-05,6,309.20
194,51541,50892,50110,53915,57772,2021-01-29,1,13.11
195,55012,58357,50111,53857,53370,2021-08-29,10,365.05
196,58976,54115,50111,55424,55312,2021-02-03,5,177.87
197,58990,54467,50112,56206,51582,2021-07-25,2,140.85
198,51444,57396,50112,51132,51991,2021-07-06,3,454.32
199,57255,53989,50113,59655,50215,2021-04-29,3,193.33
200,52086,53780,50113,56354,57140,2021-11-23,1,122.49
201,59685,51177,50114,54742,51442,2021-12-15,10,110.63
202,50617,52515,50115,55380,50721,2021-07-15,9,311.87
203,51019,56172,50115,51608,56743,2021-12-07,3,308.54
204,58248,59808,50116,51681,56351,2021-07-21,5,279.72
205,55462,53788,50117,54253,56687,2021-09-17,7,228.10
206,59280,53929,50117,58330,57548,2021-07-14,6,230.11
207,54852,53320,50118,56097,52463,2021-09-28,1,132.22
208,58178,58520,50118,54578,53084,2021-06-19,2,263.92
209,56854,58445,50119,56193,52484,2021-01-28,5,435.43
210,59740,54691,50120,56531,59623,2021-10-08,10,22.66
211,52144,52692,50121,55499,51087,2021-03-26,3,453.21
212,57584,53852,50121,51307,57609,2021-07-25,10,410.32
213,54879,54177,50122,55979,52097,2021-09-23,4,202.40
214,52725,58254,50122,50807,52410,2021-09-09,2,356.87
215,55871,51003,50122,55656,55655,2021-08-05,9,122.02
216,54235,57579,50122,58761,59611,2021-08-21,1,54.15
217,51515,57764,50123,54810,59928,2021-04-17,9,378.42
218,56632,50627,50124,58543,51208,2021-04-24,10,394.11
219,54281,59405,50125,57125,59317,2021-12-13,10,409.23
220,56818,56846,50126,58018,59590,2021-01-11,2,133.45
221,55122,54381,50127,54278,53820,2021-08-23,3,466.20
222,55357,58297,50127,55019,56358,2021-02-01,4,427.59
223,52981,54009,50128,50704,54147,2021-09-16,4,215.31
224,54371,58167,50129,53118,50866,2021-06-14,4,392.41
225,55275,57596,50129,56004,53446,2021-10-28,4,231.25
226,59021,51083,50130,53441,56788,2021-12-22,2,489.41
227,59889,51940,50130,57459,59506,2021-01-15,2,227.15
228,54695,58120,50132,53858,51523,2021-02-23,8,473.65
229,51716,53284,50132,56161,58963,2021-03-13,4,97.41
230,55393,54229,50133,51367,51204,2021-07-03,5,56.83
231,55463,51907,50134,56515,52213,2021-11-26,1,194.28
232,59046,54813,50134,54042,58346,2021-04-29,5,312.90
233,56291,54827,50135,51356,59609,2021-03-07,3,183.60
234,52507,53546,50135,54341,59989,2021-07-13,6,170.17
235,57840,54329,50136,51731,52974,2021-07-03,2,327.44
236,54824,51316,50137,57995,50733,2021-05-07,2,425.15
237,54847,59352,50138,59649,58668,2021-07-07,10,233.64
238,55607,50074,50139,56941,58443,2021-08-30,8,27.85
239,51426,59178,50140,56231,59497,2021-03-08,1,126.78
240,52192,54433,50141,55531,58849,2021-08-14,10,429.13
241,54576,51543,50142,56055,59790,2021-11-06,7,296.73
242,53790,51537,50143,58315,58234,2021-01-09,4,44.54
243,55638,52012,50143,54957,58918,2021-10-28,7,416.35
244,54250,53914,50144,56605,52678,2021-11-14,2,317.08
245,58283,54899,50144,56850,54672,2021-06-13,10,165.63
246,55192,51282,50145,50105,50260,2021-09-07,8,390.61
247,57541,56849,50145,52354,52913,2021-11-20,9,173.59
248,52149,59026,50145,52182,54676,2021-10-12,3,426.43
249,58496,56380,50145,53775,57776,2021-03-21,4,406.23
250,50681,50190,50146,54854,52679,2021-08-06,8,167.29
251,50922,55710,50146,54090,59770,2021-11-13,9,213.31
252,56429,57700,50147,51946,52854,2021-10-21,6,241.45
253,51216,53387,50148,53358,53956,2021-11-02,2,413.40
254,52732,54400,50149,55764,58660,2021-11-06,3,122.32
255,55618,57834,50150,54010,56619,2021-08-31,3,59.52
256,59644,54484,50151,58276,55391,2021-09-08,2,372.69
257,56480,54945,50152,56931,51399,2021-04-06,2,358.82
258,58339,58177,50152,55974,55065,2021-04-15,7,475.09
259,54592,53378,50152,52500,57799,2021-08-30,8,384.17
260,55572,53239,50153,55558,51830,2021-05-02,4,415.42
261,52746,59634,50154,57375,56724,2021-09-10,3,340.31
262,57218,59754,50155,51924,56713,2021-03-05,4,466.90
263,55073,59979,50156,51692,52206,2021-08-21,3,153.78
264,57424,57267,50156,55922,53014,2021-05-17,3,454.82
265,51093,50334,50157,55667,52904,2021-06-13,1,383.25
266,56644,52703,50157,55170,54722,2021-08-01,1,87.02
267,52272,51101,50158,54461,55372,2021-05-08,1,239.84
268,50849,55207,50158,53963,58303,2021-10-30,7,329.69
269,57474,50019,50159,56317,58688,2021-10-14,6,239.46
270,53029,53002,50159,55291,58650,2021-09-13,9,331.18
271,57413,54703,50160,56412,53200,2021-02-27,9,335.43
272,59010,51179,50161,55417,59437,2021-11-05,5,340.47
273,58275,51592,50162,58096,53036,2021-11-04,7,67.14
274,50250,59445,50163,55542,50273,2021-04-29,7,269.73
275,51244,52373,50163,51098,54667,2021-02-13,2,484.51
276,53703,58725,50164,56260,52381,2021-04-27,9,120.22
277,53994,50838,50164,51232,54491,2021-03-15,5,362.35
278,52567,53254,50164,59273,59112,2021-01-12,8,300.53
279,54594,57720,50165,55691,57173,2021-03-25,6,83.12
280,58830,55584,50166,56401,57086,2021-08-22,4,22.62
281,56165,57418,50167,53746,50007,2021-04-23,2,299.79
282,59464,56850,50167,58725,51796,2021-08-02,9,35.32
283,57694,55406,50168,58027,55769,2021-01-31,3,126.29
284,58303,53197,50169,57627,50272,2021-11-10,1,389.66
285,52593,53406,50170,50268,54807,2021-04-16,1,243.34
286,58485,52711,50170,59807,55376,2021-10-27,10,42.72
287,52038,50141,50171,54247,54375,2021-05-18,6,24.74
288,58794,52038,50171,53031,59887,2021-08-02,5,146.82
289,52368,54975,50172,55230,58449,2021-08-14,2,386.64
290,54675,56568,50173,57261,50551,2021-02-21,7,174.15
291,57555,57535,50174,51563,53510,2021-09-26,4,140.03
292,55122,54381,50175,54278,53820,2021-08-23,3,466.20
293,55357,58297,50175,55019,56358,2021-02-01,4,427.59
294,56116,55237,50176,51794,50388,2021-06-24,1,94.42
295,55588,55742,50177,58319,52202,2021-08-19,4,225.54
296,56991,53389,50178,54481,50793,2021-10-04,4,412.96
297,59559,55171,50179,57749,54639,2021-02-18,5,186.94
298,51238,53235,50179,52220,56836,2021-09-20,10,163.75
299,59549,58383,50180,52562,53148,2021-07-26,1,319.46
300,57949,53392,50180,52679,58581,2021-03-08,6,212.56
301,50083,55004,50181,55810,50462,2021-08-05,5,129.66
302,52494,52161,50182,56393,58395,2021-10-24,5,140.22
303,51141,56721,50182,52891,59213,2021-03-13,9,62.86
304,50166,54455,50183,58142,51301,2021-07-24,2,192.89
305,57906,52795,50183,56837,57136,2021-09-26,2,70.02
306,57059,57054,50183,59612,58861,2021-04-12,7,479.70
307,53613,56801,50184,59896,58359,2021-03-18,1,311.28
308,51211,59432,50185,54547,53163,2021-11-26,1,292.29
309,59757,55799,50185,56278,58663,2021-11-23,3,61.98
310,52818,54349,50186,55007,55752,2021-01-28,5,116.45
311,51739,55802,50187,54135,51750,2021-03-08,8,275.66
312,50491,50890,50188,56815,59097,2021-01-05,4,356.16
313,56204,55596,50189,58652,51352,2021-06-23,3,18.07
314,52015,50680,50189,52398,53305,2021-02-20,9,180.42
315,54604,51845,50189,59118,55409,2021-09-22,6,208.51
316,50879,54774,50190,58217,54709,2021-01-11,7,228.87
317,59782,54159,50191,59771,50442,2021-02-22,2,454.54
318,58211,55720,50191,56143,59167,2021-04-28,1,46.43
319,56460,51955,50192,55875,55896,2021-11-25,1,184.50
320,51670,51321,50193,55057,51161,2021-02-09,4,476.76
321,59468,51272,50193,57644,57958,2021-08-19,4,113.02
322,51730,50935,50193,54511,58772,2021-06-15,7,379.40
323,57697,52082,50194,59324,56012,2021-04-02,7,498.15
324,50914,54365,50194,56984,57026,2021-08-10,9,150.20
325,53978,57076,50194,58037,58146,2021-01-30,3,131.67
326,59159,54322,50195,57889,52511,2021-04-26,8,393.81
327,55454,50029,50195,52810,55523,2021-05-01,7,107.48
328,57027,56810,50195,52900,56965,2021-03-04,5,468.94
329,53444,55618,50195,56578,57095,2021-04-06,6,21.52
330,58076,51744,50196,54791,52657,2021-02-28,2,295.56
331,53582,54479,50197,55357,54689,2021-05-21,10,422.75
332,54714,59710,50197,54987,58636,2021-11-07,8,11.98
333,52606,56214,50198,56723,50500,2021-04-24,9,361.59
334,53591,50684,50198,55242,55169,2021-07-20,7,178.88
335,54960,51728,50198,51342,58671,2021-04-01,2,183.17
336,57222,58581,50199,58529,50146,2021-04-25,3,324.04
337,59866,55303,50199,57316,53154,2021-03-18,7,130.00
338,50987,57407,50199,56365,59215,2021-07-13,10,401.49
339,56813,54943,50200,53022,51475,2021-09-15,7,156.12
340,53953,58891,50201,57854,51961,2021-06-17,5,232.71
341,50631,57445,50201,53687,52229,2021-09-06,3,279.87
342,59756,57421,50201,54099,54308,2021-04-04,6,298.15
343,58173,57478,50202,57168,50380,2021-09-22,6,266.49
344,50390,52939,50203,58344,51429,2021-07-06,7,165.27
345,53649,55049,50204,52259,53599,2021-08-01,4,322.48
346,50648,58455,50205,55658,55959,2021-07-04,8,166.71
347,56385,51307,50206,56761,51639,2021-01-27,4,139.64
348,51076,53480,50207,50791,51465,2021-04-17,4,305.44
349,50363,55227,50207,51696,57101,2021-03-14,8,170.59
350,58061,54397,50208,50412,53271,2021-09-19,2,272.58
351,56850,50232,50208,54762,58900,2021-05-15,6,124.84
352,51839,53812,50209,51686,59422,2021-09-29,3,314.00
353,55113,58972,50210,59005,53853,2021-03-09,7,299.13
354,55161,56435,50210,59299,54406,2021-10-02,2,153.19
355,56504,50035,50210,50962,59294,2021-11-10,6,440.97
356,50871,56729,50277,58493,56502,2021-10-04,6,350.29
357,51240,57582,50211,54609,56378,2021-09-17,3,270.33
358,59524,59782,50211,56595,57593,2021-11-10,7,96.03
359,52274,56011,50212,50719,53248,2021-05-27,1,234.75
360,51773,51589,50212,56760,55740,2021-09-06,7,143.58
361,54497,51825,50213,58692,53979,2021-03-17,9,292.34
362,58523,53051,50214,54412,53276,2021-03-02,7,306.88
363,55509,54565,50214,52128,53491,2021-02-20,3,361.81
364,55136,58040,50214,57980,56389,2021-11-02,3,278.61
365,55527,55452,50215,54969,57630,2021-11-09,10,72.71
366,54525,56398,50216,56176,51889,2021-04-30,2,218.52
367,54064,52947,50216,51811,55886,2021-12-14,1,310.98
368,55659,59741,50217,58982,52719,2021-06-02,1,90.13
369,56675,51826,50217,53221,59979,2021-12-06,9,337.01
370,57138,57354,50218,56037,52237,2021-05-29,7,100.13
371,52427,52277,50218,51817,57366,2021-06-27,1,227.59
372,50915,54949,50219,52295,52265,2021-07-29,9,250.89
373,55157,56486,50219,59527,53309,2021-04-11,2,194.10
374,57818,58613,50219,56899,53587,2021-03-17,10,385.67
375,58332,57924,50219,53939,58754,2021-08-08,3,148.59
376,59767,52427,50220,55899,54551,2021-03-02,2,42.47
377,59823,52739,50221,55739,52274,2021-08-24,9,95.00
378,51921,50027,50222,57743,54391,2021-03-13,10,291.69
379,58317,58645,50222,53075,56135,2021-05-14,5,166.41
380,55078,56525,50222,55555,58684,2021-05-09,4,306.34
381,56691,57236,50223,56252,53280,2021-11-28,10,286.02
382,55854,56773,50223,57207,57355,2021-06-14,9,125.80
383,51167,58632,50224,50702,54028,2021-04-24,6,50.27
384,51073,57904,50224,50016,58398,2021-08-09,7,194.89
385,50704,50230,50225,59000,52819,2021-10-23,3,381.32
386,52203,51239,50225,57568,59072,2021-09-27,2,113.63
387,58051,52339,50226,59692,56781,2021-09-23,4,239.47
388,54832,57717,50226,56404,58666,2021-05-06,5,483.62
389,59014,56052,50227,58456,57243,2021-12-21,5,210.88
390,59143,52257,50228,57678,51700,2021-01-31,3,63.78
391,52248,53191,50228,56410,56578,2021-11-22,1,231.43
392,57406,53873,50229,51364,51293,2021-09-01,3,340.94
393,58305,51157,50229,50815,56838,2021-07-04,1,362.28
394,54879,54177,50230,55979,52097,2021-09-23,4,202.40
395,52725,58254,50230,50807,52410,2021-09-09,2,356.87
396,55871,51003,50230,55656,55655,2021-08-05,9,122.02
397,54235,57579,50230,58761,59611,2021-08-21,1,54.15
398,52552,58923,50231,53346,50041,2021-11-08,3,446.76
399,53603,53162,50231,56683,54043,2021-09-01,7,51.89
400,53090,50528,50231,53459,56907,2021-02-07,7,477.90
401,53317,50619,50231,52306,58949,2021-08-16,3,300.20
402,52379,53808,50232,55350,50537,2021-05-08,9,91.03
403,50453,54327,50233,55914,58076,2021-04-19,10,425.18
404,53354,56845,50233,54374,58281,2021-10-06,3,256.16
405,59339,54502,50234,59747,58864,2021-03-02,1,188.87
406,52061,53608,50235,56960,50061,2021-11-06,10,143.77
407,50752,52817,50235,53377,51197,2021-12-07,2,272.15
408,56849,53139,50236,59171,55353,2021-04-12,9,288.46
409,56859,56347,50237,56596,52535,2021-03-18,3,143.15
410,54376,53533,50237,52470,54382,2021-09-02,1,60.96
411,51637,51119,50237,51859,54367,2021-06-01,4,181.66
412,50685,54524,50237,52116,59662,2021-08-27,5,296.02
413,58763,59986,50238,50952,55451,2021-02-14,2,290.76
414,55513,58639,50239,50417,51881,2021-03-29,2,101.00
415,56478,51700,50240,59546,50893,2021-09-28,6,230.01
416,53012,53022,50240,55696,58098,2021-06-20,8,404.89
417,51758,53643,50240,55677,58315,2021-01-13,6,327.28
418,52660,57786,50241,58580,58896,2021-12-22,3,262.07
419,57989,52051,50242,57843,52544,2021-10-07,4,220.31
420,57018,52805,50242,55435,56982,2021-03-11,5,275.29
421,52856,50718,50243,54236,50094,2021-07-26,8,251.61
422,52127,50312,50243,57242,55274,2021-08-06,1,168.85
423,50699,57884,50244,58854,57554,2021-06-09,5,150.10
424,52722,54906,50244,53610,57471,2021-03-06,10,226.64
425,58182,57390,50245,59871,52960,2021-06-25,10,111.13
426,55014,59770,50245,50170,56072,2021-11-11,9,242.40
427,56815,54765,50246,53862,52442,2021-01-31,9,226.89
428,53409,50058,50246,50274,53811,2021-05-22,2,139.57
429,53408,54805,50247,53457,51534,2021-01-13,8,367.51
430,58892,50079,50247,58832,56282,2021-03-16,8,297.64
431,51383,58865,50248,57406,56685,2021-03-05,10,278.16
432,54835,54532,50249,55972,54704,2021-01-23,1,216.66
433,55789,51067,50250,58340,52052,2021-07-01,10,299.17
434,56175,56591,50250,52453,56001,2021-05-09,10,22.50
435,52840,56961,50250,55484,59297,2021-03-27,1,19.38
436,58656,52081,50251,53320,52743,2021-09-02,6,56.02
437,52672,50180,50252,59478,50695,2021-11-02,1,48.19
438,54890,57106,50253,59697,58356,2021-01-07,1,97.47
439,51236,59249,50253,51291,59389,2021-12-23,6,329.67
440,51038,55781,50300,57772,51729,2021-03-30,5,321.13
441,50774,51708,51764,53384,50099,2021-03-28,1,479.42
442,50552,54712,51764,54829,52124,2021-10-03,7,384.09
443,50145,51773,50254,50453,56590,2021-12-08,1,436.88
444,58898,53327,50255,56836,53256,2021-11-01,8,75.13
445,52440,51237,50256,52294,55102,2021-04-14,3,163.03
446,54318,54118,50256,55481,59925,2021-04-17,7,262.52
447,52089,51492,50257,54614,53756,2021-10-31,9,56.76
448,53419,52855,50258,57014,51408,2021-11-12,5,66.64
449,50472,50917,50258,50048,52663,2021-04-22,9,315.76
450,50379,52611,50259,50617,50117,2021-05-14,7,278.41
451,57765,54152,50259,54514,56866,2021-09-10,10,311.75
452,59581,59887,50260,56149,50078,2021-07-18,10,407.59
453,50244,51154,50260,59601,51955,2021-12-19,10,311.69
454,56014,56254,50260,54633,54832,2021-08-03,4,39.04
455,59976,58895,50260,53825,57290,2021-11-13,2,88.84
456,52962,54669,50261,54122,50655,2021-10-07,3,474.38
457,51928,55685,50261,58955,57271,2021-03-09,8,77.66
458,54761,55153,50262,51017,51308,2021-01-28,6,457.83
459,53194,54004,50263,53314,51668,2021-04-04,3,374.89
460,53732,50525,50263,59604,56723,2021-01-06,2,476.96
461,56510,50944,50263,56909,58976,2021-07-18,1,351.15
462,51728,52447,50264,59643,51013,2021-01-21,6,469.93
463,57491,52343,50264,55119,56520,2021-11-30,3,317.61
464,55730,57921,50265,56153,52901,2021-03-06,6,289.80
465,56799,51960,50265,53569,55118,2021-10-21,7,288.73
466,51526,56029,50266,50981,57400,2021-11-06,2,474.05
